DATE,CO.R,CO.T,NMHC.R,NMHC.T,NOx.R,NOx.T,NO2.R,NO2.T,C6H6.R,O3.T,T,RH,AH
38137,0.646666667,875.8020833,218,788.4895833,67.77777778,1212.1875,110.972619,1383.927083,5.789510648,656.7604167,23.71562495,31.28229173,0.844204541
38138,1.393020833,1006.958333,218,976.9583333,112.1152778,974.34375,115.2177579,1663.208333,11.01764015,868.1666667,22.79687496,42.8687501,1.111294893
38139,1.815989583,1135.489583,218,1021.784722,147.1708333,896.71875,89.80178571,1881.427083,12.37575494,1066.75,20.33229162,66.14513891,1.533350583
38140,1.253373016,977.3333333,218,856.5729167,69.33055556,1008.916667,76.80138889,1697.9375,7.253570809,823.0833333,23.89166669,52.67499973,1.477986099
38141,2.370138889,991.5729167,218,986.6215278,160.1210317,958.3784722,73.29861111,1729.170139,10.96981284,992.59375,23.30069434,45.93993062,1.218180791
38142,2.959285714,967.5625,218,938.6666667,88.8125,1001.541667,88.17916667,1643.03125,9.491596807,833.1770833,23.39479162,39.42916671,1.090086209
38143,1.45,962.4895833,218,891.1041667,86.76150794,975,69.16944444,1660.3125,8.006616694,852.3333333,23.87291668,45.05833336,1.274765584
38144,1,849.8402778,218,751.7673611,64.50555556,1138.920139,53.51805556,1516.340278,4.920018901,629.1423611,21.89756954,48.71250023,1.19931055
38145,2.170138889,973.7708333,218,1031.666667,155.9430556,919.84375,97.08849206,1756.125,12.47582038,957.1458333,25.5531249,37.70104178,1.123607918
38146,2.458333333,1069.385417,218,1086.40625,167.375,870.4375,68.01190476,1861.260417,14.45791299,1095.583333,27.31979158,38.34479175,1.255927977
38147,2.466666667,1122.0625,218,1114.03125,159.4972222,803.34375,71.99861111,1872.395833,14.90715019,1179.177083,29.43750014,35.84791675,1.313869723
38148,2.596944444,1121.333333,218,1114.447917,170.3347222,794.3125,64.78055556,1880.322917,14.82182602,1127.833333,29.02500002,36.66875001,1.32895169
38149,2.222638889,1035.152778,218,1056.100694,159.9375,850.9826389,99.48888889,1732.28125,13.03607214,1048.881944,28.42013885,29.57812509,1.033293333
38150,1.316666667,1023.21875,218,901.4270833,85.84305556,894.15625,112.0916667,1616.510417,8.302706034,868.03125,27.32499995,33.5625,1.161619986
38151,0.729166667,846.375,218,641.5625,49.58055556,1263.135417,123.4805556,1395.083333,2.976935375,498.1145833,22.29479172,42.84166662,1.143494215
38152,1.18375,878.7291667,218,736.03125,78.10972222,1185.177083,122.6333333,1494.048611,4.957292798,600.1493056,22.18090278,43.88472217,1.153882878
38153,2.154166667,999.5416667,218,1010.9375,134.5916667,900.3020833,113.5454545,1744.166667,11.99048154,935.78125,26.58645821,36.06458336,1.168647528
38154,2.158333333,1059.357639,218,1015.347222,123.1277778,822.4444444,78.6375,1787.229167,11.74171316,932.8541667,25.94409713,41.97708328,1.313261218
38155,2.203194444,1048.75,218,1022.71875,138.0472222,823.9166667,60.36666667,1794.833333,11.91100337,1007.614583,25.28854167,42.62395835,1.312111905
38156,2.045833333,1042.75,218,1035.479167,128.4972222,825.21875,64.6625,1800.03125,12.47652941,961.59375,28.23333327,38.00937502,1.352107534
38157,1.258333333,1012.887467,218,901.7315807,69.40555556,882.0400132,91.69166667,1664.442097,8.297899467,787.6425926,30.00890876,35.00558531,1.369140522
38158,1.439027778,875.8608218,218,737.1634838,63.77916667,1106.108796,99.10694444,1517.491609,5.157190035,609.0558449,24.98533001,43.83116366,1.246725318
38159,1.808333333,921.4212302,218,925.7861111,109.6958333,939.5722222,101.8111111,1607.295833,9.427988344,774.7803571,24.29541672,37.22918677,1.024357326
38160,2.2,1023.642361,218,1031.166667,164.8180556,842.71875,102.5666667,1765.663194,12.66337203,1001.465278,25.50833325,37.97465281,1.16236159
38161,2.389166667,1080.03125,218,1060.96875,172.5180556,786.4895833,100.7486111,1815.09375,13.32010541,1116.21875,27.21875006,36.50937488,1.22784388
38162,1.7375,1042,218,913.9479167,90.16388889,846.1215278,68.93333333,1721.916667,8.934649733,843.9965278,27.80069451,41.32569441,1.434782163
38163,2.083333333,1013.041667,218,986.3645833,139.0430556,833.9270833,79.2625,1679.84375,10.71311382,933.84375,27.8791667,33.69999992,1.160025445
38164,1.46,981.0104167,218,877.0416667,92.82777778,913.3645833,93.90277778,1567.697917,7.768927679,869.7291667,28.09479163,32.23749992,1.150575142
38165,1.333333333,984.1979167,218,858.6493056,75.33055556,921.2569444,104.8736111,1593.631944,7.330741643,846.9583333,31.23298599,33.67604156,1.350897783
38166,2.1,1098.15625,218,1040.604167,132.1236111,786.46875,103.0194444,1797.833333,12.67061312,1042.197917,31.09375008,33.19270849,1.386707169
38167,2.349166667,1164.010417,218,1081.958333,142.1888889,731.1458333,88.2,1919.208333,13.96755207,1169.958333,31.12916656,37.05937487,1.599981772
38168,2.375,1155.944444,218,1080.201389,157.6916667,719.5416667,101.6708333,1898.368056,13.60697348,1257.548611,31.6069442,38.64548624,1.679611307
38169,2.1625,1130.416667,218,1038.40625,136.2861111,740.8125,84.1125,1854.052083,12.22425694,1059.510417,30.44270831,39.68749998,1.6241117
38170,2.036666667,1097.71875,218,1021.930556,143.0986111,767.8611111,81.075,1757.909722,11.76447326,1031.274306,30.19444441,33.77569438,1.364346842
38171,1.316666667,989.7708333,218,899.6145833,96.14166667,866.34375,110.5583333,1563.864583,8.221747571,857.1041667,28.71250006,31.89270826,1.129377352
38172,1.016666667,956.6979167,218,810.3854167,62.53888889,932.8229167,116.0125,1527.208333,6.143370669,752.2604167,29.0666666,35.59062492,1.252353793
38173,2.011944444,1057.319444,218,1011.611111,150.4222222,802.5381944,128.9291667,1690.690972,11.81100039,1047.784722,29.55868045,31.00868064,1.160164003
38174,2.5,1120.416667,218,1106.302083,187.6861111,743.625,111.8930556,1777.6875,14.64817152,1308.125,30.52916684,31.14791657,1.20250085
38175,2.454166667,1167.513889,218,1128.461806,198.2097222,722.8020833,119.1805556,1770.135417,15.343545,1402,32.38090279,25.41250008,1.109009443
38176,2.187777778,1207.635417,218,1109.583333,175.8111111,697.4270833,89.35,1778.104167,14.52660838,1383.989583,32.47395825,28.20208338,1.285520928
38177,1.7875,1055.010417,218,990.375,135.1916667,801.3958333,67.3625,1642.302083,10.80240943,901.3645833,28.99687495,31.21562501,1.18248666
38178,0.979166667,918.0104167,218,822.0694444,70.58611111,942.6736111,114.175,1487.357639,6.399008648,636.4756944,26.61805553,35.73472223,1.144310127
38179,0.85,894.1041667,218,768.3229167,63.19027778,998.6145833,125.5902778,1447.854167,5.409335058,627.7604167,25.76249993,36.09999996,1.113672501
38180,1.754027778,960.7916667,218,907.2083333,142.6152778,870.46875,129.1166667,1582.072917,8.812114595,867.9270833,22.75104165,40.79166679,1.095364861
38181,2.3625,971.8784722,218,1022.079861,187.4736111,823.8159722,128.3875,1627.857639,12.25741196,1061.934028,24.89027771,34.71909715,0.962508256
38182,2.308333333,1003.65625,218,1081.697917,185.4083333,787.1354167,124.2861111,1648.260417,13.74900549,1122.802083,27.60000002,28.46874995,0.935956322
38183,2.130138889,1033.204861,218,1040.447917,149.4694444,775.4479167,93.70694444,1664.972222,12.54148116,1013.885417,27.85763887,32.60069442,1.132660686
38184,2.208333333,1033.90625,218,1034.03125,159.025,788.3541667,59.30277778,1643.104167,12.39988252,1039,28.6270834,30.99166668,1.103166716
38185,1.575,1010.885417,218,916.7916667,91.64861111,827.1979167,84.45833333,1505.708333,8.617153928,962.5,29.82187498,29.22395834,1.080299818
38186,0.783888889,990.6111111,218,805.2395833,62.78888889,913.4652778,98.04722222,1416.555556,6.043211638,775.8645833,30.54652766,26.90138894,1.042864495
38187,1.737480159,1128.427083,218,1027.135417,141.0416667,749.9895833,112.2763889,1660.489583,12.14143841,1180.302083,31.1364583,28.80312522,1.185516042
38188,2.875,1189.09375,218,1089.6875,148.5208333,689.4166667,114.3013889,1745.479167,13.979165,1280.177083,32.22083342,29.23333325,1.262889489
38189,3.856706349,1181.048611,218,1058.1875,124.8569444,705.7638889,121.3666667,1731.722222,12.95626807,1197.305556,32.36284722,30.81215281,1.338956298
38190,2.329356061,1216.145833,218,1120.145833,157.7402778,659.34375,123.575,1830.479167,14.88516113,1354.989583,32.99791652,33.08750002,1.454989517
38191,1.945833333,1134.586806,218,1074.361111,129.4,688.4895833,89.88472222,1780.267361,13.22893888,1220.194444,32.55694447,31.85347212,1.397947386
38192,1.3,1046.78125,218,857.96875,73.40138889,802.75,73.97638889,1640.5,7.268342668,868.2604167,30.1135418,39.88125012,1.629751132
38193,0.891388889,932.15625,218,677.1979167,47.47361111,1040.15625,124.8152778,1514.53125,3.633739217,581.1979167,26.76041659,49.76041667,1.689880892
38194,0.970595238,982.8715278,218,876.5347222,91.80555556,868.8472222,116.2361111,1606.690972,7.862648897,806.3506944,30.10104163,35.60937488,1.441565053
38195,0.933333333,921.625,218,850.3645833,91.6,882.1041667,113.4013889,1509.635417,7.089727255,758.3958333,28.01666655,32.47187497,1.179648603
38196,0.930555556,955.9479167,218,993.5520833,115.3069444,813.1875,121.5444444,1550.84375,11.10847827,908.6979167,28.37916654,26.45729166,0.935440453
38197,0.933333333,1019.006944,218,999.6319444,116.6180556,769.21875,105.6277778,1596.006944,11.28726822,935.0451389,29.45659715,28.30138885,1.082943286
38198,0.933333333,1086.395833,218,1034.458333,114.2611111,704.6875,68.24722222,1744.520833,12.11517946,1008.90625,30.02187498,37.04375003,1.448243381
38199,1.642619048,1040.190278,218,935.9736111,94.66527778,768.9479167,56.2,1658.354514,9.214175238,867.9496528,30.89684042,38.41961795,1.567401557
38200,0.983333333,974.0625,218,792.4479167,51.20277778,879.8958333,92.64583333,1558.864583,5.819122187,670.3645833,30.65312491,42.1208335,1.673522904
38201,1.295416667,1055.0625,218,930.7916667,83.69444444,768.75,88.83888889,1709.385417,9.236921152,763.7604167,30.53854175,43.63333317,1.764530518
38202,0.105357143,1099.1875,218,958.4791667,129.5888889,733.5972222,104.3555556,1768.253472,10.14686801,898.90625,30.70694439,41.35138894,1.74456855
38203,0.385763889,1036.385417,218,901.8958333,88.13253968,768.0520833,103.4291667,1697.916667,8.513987888,871.9895833,30.58125005,42.06354143,1.719519465
38204,0.866666667,1046.006944,218,869.2118056,95.84404762,772.53125,110.6611111,1683.871528,7.613645528,899.8125,26.29791672,56.64791669,1.800633806
38205,1.848809524,1079.041667,218,980.7604167,124.1444444,698.2395833,100.0444444,1803.854167,10.45566979,1104.135417,26.48333329,58.03229195,1.889976268
38206,1.241666667,927.7083333,218,829.375,62.29166667,838.1145833,60.45694444,1607.90625,6.620751912,772.90625,29.10208327,46.35729172,1.715529289
38207,1.075,935.0173611,218,752.2083333,47.79444444,904.7847222,85.9,1576.253472,4.959579288,665.3506944,28.04618069,50.14513885,1.823855057
38208,1.464027778,1024.815582,218,892.7260851,62.0875,767.5367188,114.3847222,1693.221224,8.139054922,916.3528212,28.76852,48.8733636,1.825126925
38209,1.475,1064.125,218,920.0833333,79.12083333,747.9583333,90.27083333,1706.104167,8.901985317,943.2916667,31.54791663,43.88124975,1.854700516
38210,1.3,1057.850694,218,855.2604167,65.85694444,778.3541667,103.1864087,1700.208333,7.123258337,868.9097222,31.4996528,46.00381931,1.997819149
38211,1.290833333,1001.0625,218,834.3958333,64.16666667,824.3958333,85.45833333,1684.21875,6.703647948,762.1354167,30.73333337,47.58958312,1.978932616
38212,1.025,924.9027778,218,760.375,56.15694444,935.9548611,79.15138889,1558.413194,5.146065262,598.59375,29.80729161,44.46805574,1.740235118
38213,0.8625,905.9479167,218,722.8541667,45.86388889,954.21875,62.28194444,1502.9375,4.353162061,609.5833333,29.95416667,41.79270834,1.643403447
38214,0.747777778,847.2395833,218,693.1770833,33.11944444,1033.239583,54.53611111,1406.333333,3.813407966,609.3541667,29.8145833,37.76979164,1.41445268
38215,1.1,891.2569444,218,797.5729167,69.28611111,939.2326389,55.53472222,1410.270833,5.989411418,706.9583333,30.07083328,30.23368044,1.16998095
38216,1.696547619,986.1041667,218,828.4791667,121.359127,845.5416667,65.92083333,1484.354167,6.72827991,811.7708333,30.39166657,33.84687499,1.347093221
38217,1.538055556,998.4791667,218,847.375,89.26329365,811.2395833,54.1875,1550.916667,6.890324331,801.28125,29.84479149,37.4104167,1.524734364
38218,1.175,998.7013889,218,798.0763889,43.12896825,842.6631944,58.04861111,1611.173611,5.90599056,727.5451389,32.2291666,41.39618071,1.880475605
38219,1.7,982.46875,218,786.8541667,64,856.2395833,69.52638889,1609.635417,5.757394853,687.0833333,30.6249999,45.25312513,1.914801462
38220,1.784791667,851.4965278,218,712.5520833,79.80902778,1014.961806,50.20416667,1383.006944,4.176712841,543.8333333,26.79756945,37.68159721,1.293849372
38221,1.92,854.6041667,218,757.0729167,106,958.8125,45.62083333,1380.4375,5.009991522,689.78125,27.54583343,38.43541664,1.215429119
38222,1.571999341,893.3229167,218,812.1979167,76.25642292,888.0520833,65.96527778,1412.614583,6.301501531,726.375,28.00625006,34.8270834,1.198714724
38223,1.379166667,967.8125,218,852.9305556,89.14861111,816.8715278,97.69543651,1468.5,7.213756387,808.2083333,27.98229158,35.98680556,1.274276829
38224,1.516666667,1014.583333,218,872.3125,88.06388889,768.6354167,73.88928571,1595.645833,7.714094765,812.7916667,28.61979161,42.14583331,1.591783907
38225,1.333472222,826.2453373,218,628.2195437,76.87777778,1084.796329,45.22996032,1284.32004,2.710302218,567.1035714,23.53325374,46.57386933,1.33283051
38226,1.629166667,821.0069444,218,662.75,106.0680556,975.2222222,67.28968254,1334.1875,3.207360358,730.7256944,20.51111116,56.98124965,1.353568012
38227,1.036626984,930.1505952,218,802.1708333,51.17142857,854.2373016,69.35069444,1439.482341,6.043096851,735.3842262,26.89432555,41.58835312,1.352633684
38228,1.133333333,987.2708333,218,826.5173611,42.66666667,790.9548611,76.66666667,1530.947917,6.583603081,755.96875,27.52187505,45.0003471,1.517194672
38229,2.450347222,1066.989583,218,973.65625,169.3472222,709.6458333,71.5718254,1671.677083,10.72466528,905.7916667,27.07812508,46.15416656,1.575100253
38230,2.382222222,1070.15625,218,980.6875,187.6746032,692.25,81.03194444,1684.84375,10.78314005,928.84375,27.29374997,46.17291683,1.582738227
38231,2.2375,1060.482639,218,1050.083333,252.5319444,678.4236111,75.82777778,1683.416667,12.92106387,1021.350694,27.05833326,42.09027763,1.383478986
38232,3.040515873,1084.097222,218,1072.569444,313.1095238,668.8229167,67.22361111,1675.111111,13.48847316,1137.135417,28.91111118,38.07916653,1.391023131
38233,4.110853175,1129.604167,218,1069.277778,409.6666667,658.7777778,76.40138889,1689.802083,13.54262705,1213.364583,29.9815971,37.22604163,1.442317446
38234,1.720833333,1076.09375,218,938.2083333,372.7465278,716.3541667,77.15,1511.604167,9.160637167,956.34375,30.36562512,34.64375009,1.366592911
38235,1.304166667,928,218,761.8333333,189.6666667,976.0833333,55.86230159,1288.708333,5.716906046,645.6770833,29.2166666,27.22812498,1.057426976
38236,1.391944444,978.4166667,218,794.4791667,189.6666667,875.2083333,69.64583333,1390.888889,6.062694033,731.0104167,26.64270835,36.39791676,1.226509333
